,x_coordinate,y_coordinate,time
1,113.73245035207731,204.4677466222651,12:25:11.342781
1,113.84934125845096,205.42746461882308,12:25:11.390516
1,114.01271984055548,206.47322770560993,12:25:11.437644
1,114.78403779209071,207.35140873859677,12:25:11.484653
1,116.61707612425268,208.76408501397916,12:25:11.532632
1,119.19093112143027,210.21992365326457,12:25:11.578669
1,121.0279653281642,211.78014915060496,12:25:11.626701
1,122.02781791043492,212.44395287410475,12:25:11.673858
1,122.52955057218072,212.61797062820867,12:25:11.721858
1,123.87036706036436,214.68104293825053,12:25:11.769134
1,125.049218227415,216.6362631789,12:25:11.818008
1,126.51002936800766,219.13136301410415,12:25:11.864014
1,128.17309184733975,221.74074275661582,12:25:11.912015
1,129.001058146037,223.0658923939223,12:25:11.959223
1,129.78213522935624,224.96989770127112,12:25:12.005373
1,130.21768049773664,225.8757388180243,12:25:12.052604
1,132.00318937887158,228.2793027788627,12:25:12.100604
1,134.11096826629736,230.4817441404634,12:25:12.148715
1,138.3533894211168,232.34069159397677,12:25:12.194754
1,140.64091192817548,233.2559032230745,12:25:12.242761
1,141.79897085480263,233.54310215818995,12:25:12.290754
1,145.03004918925845,235.24194349137957,12:25:12.337921
1,147.95512367561142,236.94864749858695,12:25:12.385920
1,147.8424609748709,238.816896381745,12:25:12.433920
1,151.0529957012876,240.8523481320838,12:25:12.481023
1,152.35867227338161,241.85730075022767,12:25:12.528157
1,152.65459148324285,243.7372011309748,12:25:12.576202
1,153.1508921629687,246.00870945212407,12:25:12.624184
1,155.23635663734532,248.7704011352075,12:25:12.672337
1,156.8562005374738,251.72158271150283,12:25:12.720368
1,158.39039977622733,253.8807070596495,12:25:12.767367
1,159.92459901498086,256.03983140779616,12:25:12.814779
2,329.8260035982485,229.10916228803612,12:25:12.814779
1,161.49460222635153,257.08770523907344,12:25:12.862022
2,328.41376149502605,227.69499770158302,12:25:12.862022
1,163.03503316964122,259.053415717736,12:25:12.909022
2,326.68882236911946,226.19965422576516,12:25:12.909022
1,164.57546411293092,261.0191261963986,12:25:12.956022
2,324.97355975034077,224.7551663603035,12:25:12.956022
1,166.1158950562206,262.98483667506116,12:25:13.004978
2,323.1750879592511,223.54456190823282,12:25:13.004978
1,186.89173089190092,266.55314754837934,12:25:13.049222
2,320.6542693564532,222.28801277530124,12:25:13.049222
1,190.83374798323675,267.66022074564034,12:25:13.097154
2,319.22571868727863,221.7440895713584,12:25:13.097154
1,195.19375684904415,269.67879829138315,12:25:13.144647
2,318.44073936889896,221.04366813495528,12:25:13.144647
1,199.55376571485155,271.69737583712595,12:25:13.190728
2,318.2137868887856,220.01775592598875,12:25:13.190728
1,203.91377458065895,273.71595338286875,12:25:13.238147
2,317.6054828339739,218.8285415520949,12:25:13.238147
1,208.27378344646635,275.73453092861155,12:25:13.284849
2,316.5603404434089,217.25965049448237,12:25:13.284849
1,212.63379231227375,277.75310847435435,12:25:13.332921
2,315.76685234893137,215.50856978801463,12:25:13.332921
1,216.99380117808116,279.77168602009715,12:25:13.380849
2,315.44548320253995,214.62261923976513,12:25:13.380849
1,221.35381004388856,281.79026356583995,12:25:13.428012
2,314.8050394501728,213.19650525224714,12:25:13.428012
1,225.71381890969596,283.80884111158275,12:25:13.476003
2,314.26909996748464,211.4862419813465,12:25:13.476003
1,230.07382777550336,285.82741865732555,12:25:13.523175
2,313.3999882464923,209.7332828424292,12:25:13.523175
1,234.43383664131076,287.84599620306835,12:25:13.571308
2,312.4550059975976,207.99060940456454,12:25:13.571308
1,238.79384550711816,289.86457374881115,12:25:13.618076
2,311.4395876645203,206.54838834658815,12:25:13.618076
1,243.15385437292557,291.88315129455395,12:25:13.665526
2,310.97508902920544,205.83946688995428,12:25:13.665526
1,247.51386323873297,293.90172884029676,12:25:13.713574
2,310.30118557526083,205.03156604324974,12:25:13.713574
1,251.87387210454037,295.92030638603956,12:25:13.760800
2,310.31028049100723,204.4296762240303,12:25:13.760800
1,256.23388097034774,297.93888393178236,12:25:13.808564
2,310.1350057849739,203.2241763225299,12:25:13.808564
2,309.535697861105,202.15513248065272,12:25:13.854382
2,307.6487030462388,201.31375980174698,12:25:13.900732
2,306.52306272771267,200.91321241641876,12:25:13.948738
2,305.3272372036956,200.38223073799267,12:25:13.996203
2,304.61872993481035,199.12895042124617,12:25:14.043477
2,304.186271722538,196.94757176028307,12:25:14.090651
2,304.08348801337115,191.96119415155871,12:25:14.138560
2,303.3754888006889,186.86365062353332,12:25:14.189554
2,303.0460931553785,184.1054430380831,12:25:14.234639
2,302.6105489837768,181.7448412154872,12:25:14.282632
2,301.81202135525825,178.9670509436132,12:25:14.330636
2,300.09284707339566,174.973228606414,12:25:14.378570
2,298.6134017380573,173.4546028973095,12:25:14.425558
2,296.4182139723834,172.6445758836794,12:25:14.472566
2,295.23009581546836,172.37117515730486,12:25:14.518693
2,294.02105634126497,172.56574788665054,12:25:14.565865
2,292.4900904935622,172.71028799509665,12:25:14.611865
2,291.05863257339115,171.32470541769473,12:25:14.659855
2,289.70547558903763,169.05448904679739,12:25:14.707865
2,288.6302904843607,166.0121286413193,12:25:14.755865
2,288.1536253343246,164.42583122346437,12:25:14.803865
2,287.463419805902,162.0699649770564,12:25:14.851971
2,286.9465473785313,158.41900509320064,12:25:14.899200
2,286.7123405785397,153.67792053729596,12:25:14.947292
2,286.36270725263205,148.46885449329855,12:25:14.994469
2,286.2976422582294,144.44583092286848,12:25:15.040628
2,286.3561566047159,142.45476270517128,12:25:15.087878
2,286.40469029542334,141.63454601069952,12:25:15.134873
2,286.60996628014436,140.33122927556138,12:25:15.181873
2,286.8540900473872,139.55420478961446,12:25:15.229050
2,286.6771223732922,138.986140140017,12:25:15.277049
2,285.79403530025843,138.9341423189185,12:25:15.325165
2,285.35698966599233,139.04771300169176,12:25:15.374403
2,285.2578397043204,139.02971481893073,12:25:15.418548
2,284.0531523087525,137.7709823811911,12:25:15.465625
2,282.80512861933795,135.7347511645713,12:25:15.513543
2,281.57762127213743,133.86807027300037,12:25:15.560801
2,280.70515995668984,131.3393464317555,12:25:15.607765
2,280.14779008925257,129.9488032862766,12:25:15.655043
2,279.9672167004851,129.39652827521988,12:25:15.701394
2,278.1003659296304,124.64328367269594,12:25:15.747786
2,276.40333785624074,120.5546372788338,12:25:15.795786
2,274.5113445260397,117.59028579838304,12:25:15.843786
2,272.4782089954824,115.51381522385162,12:25:15.891785
2,271.2740790995609,114.60886122543035,12:25:15.939785
2,270.713179532974,114.2388334648308,12:25:15.987320
2,268.5260091362887,113.24682721333214,12:25:16.035479
2,267.30064988540335,112.6957402079761,12:25:16.082863
2,266.17060154080644,112.80412558504183,12:25:16.129862
2,265.4938056058154,112.78927405569573,12:25:16.177115
2,265.21050167772324,112.85395464705937,12:25:16.224266
2,265.2530785143082,112.95019813455426,12:25:16.272384
2,264.62644113845124,111.3939561775867,12:25:16.318408
2,263.91000058424834,109.06805053810304,12:25:16.366554
2,263.1475229162594,106.28005354607693,12:25:16.414371
2,262.5203401470858,102.72690988306525,12:25:16.461589
2,262.2961104444646,100.53660340244988,12:25:16.509688
2,262.16537703081536,99.25730033727218,12:25:16.558710
2,262.0062600836136,95.50448857225275,12:25:16.603977
2,262.0055860632698,92.95828883947308,12:25:16.651221
2,261.5377774460142,91.75441260804942,12:25:16.698264
2,261.29483246866766,90.94682812578203,12:25:16.745477
2,261.24157987954516,90.77452546296038,12:25:16.793020
2,260.59102366164916,90.7774379466146,12:25:16.841124
2,259.64805476669676,90.26080175827275,12:25:16.887439
2,258.1627530495192,89.68743683853819,12:25:16.934554
2,257.29704606622164,88.94770310503259,12:25:16.982553
2,256.5382354535428,87.81946040676739,12:25:17.029494
2,256.16626894225675,87.27623798810046,12:25:17.076496
2,256.0666349123689,86.19392379809038,12:25:17.122729
2,255.79051350136555,85.0713848949111,12:25:17.168727
2,255.4030805765421,82.29138517066777,12:25:17.215034
2,254.9502632279727,78.52261599283216,12:25:17.262130
2,254.2305130284784,75.66647521520312,12:25:17.309323
2,253.95324596526635,74.2063051544783,12:25:17.357323
2,253.79562285034947,73.57279654577079,12:25:17.403888
2,251.90382338714744,71.63106413419791,12:25:17.450888
2,249.9710255959837,70.3847838325435,12:25:17.498031
2,247.79799319418134,69.89535796986048,12:25:17.546036
2,246.2623768653719,69.57277504794956,12:25:17.594030
2,245.53500643493098,69.45417039422536,12:25:17.641201
2,244.80891300143028,69.50191466714789,12:25:17.688949
2,243.9136253404531,69.39469424810794,12:25:17.740068
2,243.03314635627524,68.895306595784,12:25:17.784069
2,242.58431912707704,67.67147777687497,12:25:17.832069
2,241.9162801537391,66.22310561699703,12:25:17.879270
2,241.54221408985862,65.51355511364534,12:25:17.926437
2,241.34949903992847,65.27246874099636,12:25:17.973786
2,241.24606305300074,61.84853798330366,12:25:18.021258
2,241.36424476362703,58.331008227107596,12:25:18.068157
2,241.53217910826265,55.667336063683,12:25:18.116158
2,241.46875961720417,53.851083107487455,12:25:18.163158
2,241.4154139850236,52.95624437548385,12:25:18.208305
2,241.26296578803402,52.32280593340971,12:25:18.255703
2,240.98193347163803,52.04484299278022,12:25:18.302840
2,240.51140405024026,52.00469849348352,12:25:18.349851
2,239.85418756468428,52.03489946497923,12:25:18.396963
2,239.05872600237544,52.00643275022992,12:25:18.444955
2,238.68315789402615,52.02788924402504,12:25:18.492330
2,238.11998159945338,51.254228810613775,12:25:18.537740
2,237.18643247738154,50.615785295846315,12:25:18.584745
2,236.47794253422947,49.972495742158756,12:25:18.632191
2,235.92799472706997,48.474334277327685,12:25:18.678806
2,235.2167240360066,46.219362077212615,12:25:18.725968
2,234.8569665888835,45.02228989994432,12:25:18.772447
2,234.02815898429355,43.78528114094465,12:25:18.819392
2,232.57519737767004,43.28664687361593,12:25:18.865178
2,231.34259878722705,42.74718248102838,12:25:18.916172
2,229.98595101309004,42.489486796002566,12:25:18.961057
2,228.36790197427158,42.54789959362142,12:25:19.007970
2,227.49970752290824,42.67964619442806,12:25:19.053240
2,228.03755350593565,42.82843831650689,12:25:19.098592
2,227.9293126052911,42.60945396759858,12:25:19.144882
2,227.35625863874904,42.35021100431723,12:25:19.192043
2,226.31331715048918,41.779913411828915,12:25:19.240111
2,225.61956913148038,41.0541084630558,12:25:19.285343
2,225.2569929025898,40.620979916374196,12:25:19.332304
2,224.48035822443276,39.39368740072807,12:25:19.379572
2,223.71336318610886,37.70776876515575,12:25:19.427604
2,223.09159478829972,35.874095669527186,12:25:19.474595
2,222.60029430894005,34.47612735985652,12:25:19.522608
2,222.2170758638168,33.801358196109476,12:25:19.569604
2,222.11841700839955,33.50492254866877,12:25:19.617716
2,222.2925160817975,33.161780789846624,12:25:19.665723
2,222.41525394929525,33.352321580184665,12:25:19.712133
2,222.0040142004974,33.64397410315256,12:25:19.759400
2,221.6954350358182,33.39278854349257,12:25:19.806690
2,221.5167384294068,33.239946916885614,12:25:19.854708
2,221.49050972298318,33.086361666987536,12:25:19.901796
2,221.5245980381029,32.94964621510721,12:25:19.948676
2,221.13737960246831,32.447279680304405,12:25:20.011442
2,220.75073282715374,31.054063726609844,12:25:20.073593
2,219.76018706676064,29.217800216268387,12:25:20.122923
2,218.5125004437757,27.6990847106545,12:25:20.183255
2,217.95193050274364,26.88812022485382,12:25:20.230353
2,217.47875507745675,26.34660933894618,12:25:20.277695
2,217.21128843019252,26.13331183747358,12:25:20.323985
2,215.18742969095197,26.00976200781167,12:25:20.370720
2,213.45349117324295,25.727385432686024,12:25:20.417747
2,211.83408157595306,25.672690788483436,12:25:20.464747
2,210.96620845867423,25.69664928554801,12:25:20.511159
2,210.60831148329584,25.727245317924986,12:25:20.558142
2,209.47487088974503,25.637253382858862,12:25:20.604239
2,208.84717584872524,25.475070740109757,12:25:20.651403
2,208.10006417747243,24.943265644638814,12:25:20.698403
2,206.8869721818206,23.7101403801011,12:25:20.746465
2,206.2595611035973,23.00109692449033,12:25:20.793587
2,205.945568630237,22.6370469370732,12:25:20.839482
2,204.72663177562114,20.79455023469567,12:25:20.886486
2,203.8104692595312,19.36581665708157,12:25:20.932788
2,202.73433728137337,18.65944345814677,12:25:20.987778
2,202.2041670943491,18.317203206136906,12:25:21.070414
2,202.03827558236813,18.24465448760864,12:25:21.117091
2,201.34389519170244,17.629074672893985,12:25:21.163195
2,200.77937738435372,18.314808950540723,12:25:21.209703
2,199.91611014575872,18.43627813086809,12:25:21.256022
2,198.58075058651517,18.186009358985416,12:25:21.301842
2,197.92377364923826,18.063549145134353,12:25:21.351651
2,197.6256984139257,18.024439019451926,12:25:21.395921
2,197.20195675959187,17.636619244863873,12:25:21.443336
2,196.83529371827987,17.088246193859195,12:25:21.489588
2,196.1324031139755,14.902745272175103,12:25:21.536733
2,195.29779447454712,13.403475833478364,12:25:21.581848
2,194.840142386658,12.655030273197317,12:25:21.629848
2,194.6323476562355,12.288745563387792,12:25:21.677177
2,194.51847435412145,12.18647561106182,12:25:21.739714
2,193.9652383699852,12.028401385595181,12:25:21.785766
2,193.0329148372102,11.988418937585369,12:25:21.832765
2,192.15524743724683,12.05482456294338,12:25:21.880764
2,191.77650506162578,12.151516201946096,12:25:21.926930
2,191.57222672817397,12.212885743385801,12:25:21.973044
2,191.1783138468512,12.153571037856143,12:25:22.019268
2,190.60415789983605,12.001285951289152,12:25:22.067197
2,189.5735388359409,11.529089454421813,12:25:22.113461
2,188.9660356009432,11.313363681300988,12:25:22.160843
2,188.3585323659455,11.097637908180163,12:25:22.208956
2,187.7510291309478,10.881912135059338,12:25:22.255954
2,187.7037302023762,9.011991695144982,12:25:22.304232
2,187.24358499298543,7.872587954311499,12:25:22.365375
2,186.7351856917707,7.278947584637137,12:25:22.409837
2,185.49509133490594,6.330200909977822,12:25:22.458925
2,185.0349926799829,5.931721672982,12:25:22.505826
2,184.8440403599419,5.771807630045667,12:25:22.570829
2,184.3200743644494,5.253529688919409,12:25:22.613826
2,183.79610836895688,4.735251747793151,12:25:22.660826
2,183.27214237346436,4.216973806666893,12:25:22.708829
2,182.74817637797184,3.6986958655406346,12:25:22.754826
2,182.22421038247933,3.1804179244143764,12:25:22.800538
2,181.7002443869868,2.6621399832881183,12:25:22.846538
2,181.1762783914943,2.14386204216186,12:25:22.895541
2,180.65231239600178,1.6255841010356022,12:25:22.942862
2,180.12834640050926,1.1073061599093443,12:25:22.987495
2,179.60438040501674,0.5890282187830864,12:25:23.035103
2,179.08041440952422,0.07075027765682851,12:25:23.082104
2,178.5564484140317,-0.4475276634694294,12:25:23.128716
2,178.0324824185392,-0.9658056045956873,12:25:23.175987
2,177.50851642304667,-1.4840835457219452,12:25:23.223131
2,176.98455042755415,-2.002361486848203,12:25:23.270323
2,176.46058443206164,-2.5206394279744613,12:25:23.317125
3,176.81006393067184,21.85749613639957,12:25:24.960564
3,177.04308599164816,21.85298439424342,12:25:25.007860
3,177.16583487894815,21.83648814957672,12:25:25.054994
3,179.5285623786941,21.91221436436375,12:25:25.106993
3,181.73354606955522,21.92893905122338,12:25:25.149400
3,183.52884396419384,21.900677520502807,12:25:25.196833
3,184.45563891503204,21.856474350829192,12:25:25.243903
3,184.85466540559116,21.803270777196996,12:25:25.291905
3,185.36176873347372,22.532380350396583,12:25:25.339173
3,185.95904494524797,24.597955261965193,12:25:25.386093
3,186.62927886664653,26.344627116442293,12:25:25.433094
3,187.0004600873267,27.494202858724147,12:25:25.482094
3,187.14078479109293,28.042863391339182,12:25:25.527598
4,88.97409831303328,50.008371263164854,12:25:25.527598
3,187.18741213643074,28.259972619486785,12:25:25.575058
4,89.09800660432249,50.35601051400261,12:25:25.575058
3,187.77751459297093,28.634864713740892,12:25:25.622057
4,88.58187985036513,52.348578456739105,12:25:25.622057
3,188.3880235604779,28.909217187233015,12:25:25.670126
4,88.35903365776058,54.15789103841303,12:25:25.670126
3,189.33816276440885,28.985144144921012,12:25:25.715747
4,87.74582498138723,55.64618650790099,12:25:25.715747
3,190.4362047419291,29.02056693797508,12:25:25.760991
4,87.41462290165404,56.403412405127774,12:25:25.760991
3,190.962402537829,28.948604723675547,12:25:25.808990
4,87.38892355552737,56.79617061032946,12:25:25.808990
3,191.22575723894187,28.879535601699217,12:25:25.855840
4,87.14366717297001,56.88315519675173,12:25:25.855840
3,192.93134362347072,29.206181972241158,12:25:26.056256
4,85.78394493415975,57.15405974478168,12:25:26.056256
3,194.42638981629213,30.531046587107795,12:25:26.104015
4,84.86864182829981,57.05532213951577,12:25:26.104015
3,195.47356778241513,31.977855386260988,12:25:26.149512
4,84.3975935786288,56.25218314822548,12:25:26.149512
3,196.15667703525256,33.42103199424604,12:25:26.196046
4,84.09785528744403,56.096261741149604,12:25:26.196046
3,196.459372976691,34.12993372180423,12:25:26.242832
4,83.91558884870145,56.09140738398426,12:25:26.242832
3,196.5487660037336,34.39517597733518,12:25:26.288953
4,83.75373718077488,56.1829497598557,12:25:26.288953
3,196.82714992276493,35.0954328295373,12:25:26.336957
4,84.47492953085482,58.45594019465094,12:25:26.336957
3,197.26368440867046,36.16633658790302,12:25:26.382469
4,85.21290384082616,61.086175986786486,12:25:26.382469
3,197.80726660753945,36.61281836792962,12:25:26.434462
4,86.19044405449965,63.497660839501734,12:25:26.434462
3,198.41837781831367,36.94775475094602,12:25:26.478585
4,87.01130777132201,67.23747010620876,12:25:26.478585
3,198.71089879239094,37.062046967379814,12:25:26.525767
4,87.45124442054397,69.26208811063636,12:25:26.525767
3,198.82789595385094,37.07195388278219,12:25:26.573770
4,87.74132177320989,70.25615184453115,12:25:26.573919
3,199.99413162986812,37.446976628602954,12:25:26.620132
4,89.79729789031906,73.37987862660381,12:25:26.620132
3,201.17912536472724,37.73148755326962,12:25:26.665828
4,90.89816625301901,74.8910843937839,12:25:26.665828
3,201.9252736916715,37.81767749439419,12:25:26.712727
4,92.06629170352042,76.44768784833188,12:25:26.712727
3,202.91903490098886,38.66861208589084,12:25:26.760735
4,92.92480221494412,77.4714200367691,12:25:26.760735
3,203.383118466534,39.081037947635,12:25:26.806539
4,93.42383253034085,77.87192603357194,12:25:26.806539
3,203.56052475629266,39.241180549816335,12:25:26.853589
4,93.57455381106837,77.97717582712376,12:25:26.853589
3,203.18947697966976,41.56391281690793,12:25:26.900602
4,93.90162916285479,78.20565242419119,12:25:26.900602
3,202.8823564488002,43.10201976262323,12:25:26.947781
4,94.19871643478571,78.50291138792956,12:25:26.947781
3,202.75837616002528,44.611597354515325,12:25:26.994184
4,94.7329160273134,79.0968278048042,12:25:26.994184
3,202.42533717392865,45.97938249332541,12:25:27.041368
4,95.39576641872688,80.69080646602873,12:25:27.041368
3,202.3447187944435,46.64688136551638,12:25:27.088772
4,95.70840110622501,81.45528469614742,12:25:27.088772
3,202.2833121545433,46.89907680241422,12:25:27.135072
4,95.8842939333188,81.73441364157276,12:25:27.135072
3,203.06828363291783,47.054678019280715,12:25:27.181108
4,97.02044053500639,84.34066580838159,12:25:27.181108
3,204.43752701064395,46.95520972339086,12:25:27.228933
4,96.91143174713761,88.59195878435195,12:25:27.228933
3,206.1538596544105,47.11956960538442,12:25:27.275984
4,96.47916244848928,92.13316620917996,12:25:27.275984
3,208.0924033480487,47.11227582326525,12:25:27.323122
4,96.46894759572466,95.13005968006681,12:25:27.323122
3,209.1645450628262,46.969078634129986,12:25:27.370365
4,96.46334853302332,96.75274694499072,12:25:27.370365
3,209.80343565847133,46.78469134920613,12:25:27.418363
4,96.4411160052794,97.5254275670943,12:25:27.418363
3,210.86161866165742,48.46707580724952,12:25:27.464364
4,96.6512478276968,98.45239292079145,12:25:27.464364
5,103.39282916445647,19.235705873564964,12:25:27.464364
3,211.62965263228682,50.848923774926256,12:25:27.511532
4,97.00795979459039,99.1840592216836,12:25:27.511532
5,104.57225141776578,19.93176628300562,12:25:27.511532
3,212.13618883119005,52.648325586265884,12:25:27.559533
4,97.55122161216535,99.4722258607535,12:25:27.559533
5,105.63107920748554,21.06600802582939,12:25:27.559533
3,212.7048092291295,54.16977452223918,12:25:27.609137
4,98.50931855562665,99.62521243987857,12:25:27.609137
5,106.65724574246252,22.17789762013491,12:25:27.609137
3,212.9493645325936,55.14007404261569,12:25:27.653137
4,99.03388480702695,99.59966629082236,12:25:27.653251
5,107.1813694558702,22.777941487732395,12:25:27.653251
3,213.26179650891706,56.442798679514034,12:25:27.698976
4,99.9061718891648,99.73343604869817,12:25:27.698976
5,107.96666177457377,22.953806871008442,12:25:27.698976
3,213.69100555377386,57.515937364353725,12:25:27.747067
4,101.2002429193868,100.54287479664328,12:25:27.747067
5,108.68260528922357,22.595444713157644,12:25:27.747067
3,214.26289670516903,58.516928962742035,12:25:27.794341
4,102.64383889073578,103.69817544939805,12:25:27.794341
5,109.2188975333914,23.853393164775593,12:25:27.794341
3,215.14618827052638,59.13614685861654,12:25:27.841482
